comments,polarity,gender
Bitch,negative,1
I don't know why youtube is not deleting this video or otherwise you all have not reported it ..yaha aake gyaan kya chod rahe ho galat hai to report karo naa,negative,1
Can you do it for muslim women? Pls,neutral,1
Atleast in our religion women are not treated as object. She has achieved comedy.,negative,1
She needs a lots of love and care. She is filled with hatred,neutral,1
Chut right hai,neutral,1
U doesn't have any right to speak like this idiot girl,negative,1
Such a shame to these sort of people who don't care barking about others beliefs. Please leave the country if you want to continue with your fukin videos.,negative,1
Wht the fuck is this you think this is comedy ? Zada English aagai h 4 class zada padh ke.... this is wht your mom dad told you ?,negative,1
"Just here to read comments without letting video Play for a second. 
I'm pretty sure that she/he whatever is poisonous bitch and deservingly hated by her husband and in laws (obviously) just taking out her hate by spreading poison. Such people should be stopped before having negative impact on single person out there.",negative,1
Zhe is trying so hard to be funny. The only thing offensive about this video is the lack of comedy.,negative,1
You are worst than a ??????shit,negative,1
I dont have words to express my disgust on you... you a piece of shit...shame on you,negative,1
Did your mother do ...what you just said ...ask her plz ...we are just curious,negative,1
"Da Faq did I watch!? Suppose to be comedy?
Don't give a shit about culture & all but for a fact you've failed in comedy too.",negative,1
And those who liked this video are ayesha ki najayaz aulade????,negative,1
Tera nam sunte hi ulti aati hai ???? we all are offended for this ??,negative,1
shameful.....how dare u to make fun of these all... u just low character girl it showing.....u was born from many other,negative,1
Well.....is it was comedy ?,negative,1
Fuck you bitch...... ??,negative,1
"Do you even know our sacred sanatan dharma??
How old and how scientific it is? 
Women practice out of their love and respect towards their husbands. It's not an imposition on them aur sanatan dharm hi mila aapko?? Just because india is a ""secular country""  and people here have right to speech and expression?? Aap kuch bhi bolengi?? 

This is what secularism has done to our country.",neutral,1
Being a christian I offended like  hell ????????????????????????????????????,negative,1
Spitting poison on peoples religious sentiments is not funny. What a shame,negative,1
It's comedy or madness ??,negative,1
"Aake kabhi mil to batau tujhe what is all difference between u n women of India.....
. U will never make fun ever",negative,1
What about muslim? Why only indian hinduism,negative,1
I have a request please change your name,negative,1
Karava chuath is only for one day  then ramdan 30 days end with moon. More over your faminst and secular.,neutral,1
What'll you say to women who observe fast and worship for their children's wellbeing on JITIYA(JEEVAN PUTRIKA) FASTIVAL,neutral,1
i cant even call you  Ra***  bcs they are better than you and respectfully  than you .#Tattii,negative,1
She is so unfunny,negative,1
"Women are soft, caring, and concern about her family. Not only in India or in humans but it's in every country and every mammals. But women like you who wants to be feminist ""so called"" wants to become men. But still they will need different train, bus, auto even other privileges for being women. And the question about starving for husband it's not for praying for his health or anything which you mentioned, it's our love and courage which is God gifted to all women in this world. To tell everyone that women are strong enough to do all those thing. But as you don't have that love so you won't understand. I think trying to act like a man you are like dhobi ka kutta....na ghar ka na ghat ka. 
And foremost thing in Hindu religion women don't need respect it's in born thing which shows how we pray to our hindu goddess before hindu gods. And I am proud to be a Hindu women.",neutral,1
Report this drivel and absolute nonsense and an arrogant affront to Hindu religious and traditional practices.,negative,1
"Extremely offensive video, done by a christian to target hindu festivals. Why didn't she make fun about nuns.  
Why even youtube allowing this video?  Plz everybody report this.",negative,1
BC  what the fuck...... Shame on u.,negative,1
Epitome of repulsive human being,negative,1
Thoso who relating this vdo with hindu muslims they must be one of those peopl who's great grand fathers oppsed whn sati pratha and vidhwa vivah banned in india giving this hindu sanskriti angel.these men likes their women starving for their husband,neutral,1
Isn't an abusive content fr platform like this...if u don't like certain festival so just don't celebrate....u don't have any right to do so freedom of speech is gd bt freedom of shit isn't ?? n tht substitute name....its showing that u r an educated feminist gd job hn....,negative,1
He is worthless by profession and a disgustful lady by nature,negative,1
Shame on u,negative,1
One more thing if we are karachut then which chut from you belong ?Mannerless ladies.,negative,1
Hey listen we are suffering for our husband that's our problem but y u suffer in the roza by doing not drinking water n and food for one month just think about it and then ask this stupid question proud to be Indian ok Duffer lady,negative,1
who is this ugly bitch???,negative,1
This is so shameful ye koi comdie nhi h ye sirf dharmic bhavnao ka majak h hm jha rhte h vha k culture ki respect krna chahiye,negative,1
She sells herself for anything .fucking bitch make fun of your religion ....we know you are bouncing only on communist power,negative,1
Kindly report,negative,1
It would be better to report these videos rather than commenting on this piece of shit,negative,1
u r so cheap (sasti) I have seen ur naked video.. u do comedy on stage without wearing clothes on. I think ur fans r coming to see u naked. they r not coming to see ur comedy ???????? .. dnt u feel shame ur parents might have seen it.  n u r talking about hindu culture. u r saying karwa chauth karwa chut.??????.  disgusting. who told u only womens keep fast on karwa chauth even mens also do fast for their wife. such a chaapri u r.... chiii?? if u have so much problem with hindu culture then go abroad n roam out there naked... even foreigners dnt do this... alag hi level ki ch.....t  hai yar tu. ye video bhi duppata pehen ke q banai. bina kapdo ke bana leti achee views mil jate.. ??,negative,1
FIR against her,negative,1
"Stop this chenal, how disgusting this",negative,1
Every one should report YouTube about this video,negative,1
"Your birth seems to be Halala, what do you know about the karwachout",negative,1
She is a fucking bitch.,negative,1
"Where the hell is youtube owner , where you are sir when these type of unwanted and disrespectful videos are being uploaded. This is totally unfair for our community. 
Frnds report her chanel. She can call her father with such abusive words then she can do anything. rip Radhika ??",negative,1
"Radikha vaz takings one night charge is 1000likes & 5k views only, u r not comedian you are just a fucking bitch",negative,1
Please report this channel also,negative,1
Either she is Jobless or soon going to be.,negative,1
I will sue u in the court...and will show you who i am,negative,1
Feeling proud by mocking our religion.. shame on yourself miss ch**,positive,1
"You are sick ,you need help",negative,1
"You fucking piece of shit , go fuck yourself insted of making fun of our religion",negative,1
Who so according to you Homemakers are not working oh right right feminism hain na right.,neutral,1
Shame on u,negative,1
Report this fucking video,negative,1
You are bustard.,negative,1
You will go hell for this nonses ??????????????????????????,negative,1
"Radhika, MALE God Bless You. I mean your God is male. Keep fucking yourself in his name",negative,1
2 rupees aurat!! Did I say it right?,negative,1
Girls like you are so easy ??,neutral,1
"Are there youtube moderators sleeping while she insults our culture  and women? Shame on YT and this convert.

Guys use the report option to get this video removed.",negative,1
why no body is filing a case on her,negative,1
you think that this freedom of expression by showing your hate for hindus culture..make something like this  on other religion .,negative,1
Is this a comic video?? Non sense u silly bitch,negative,1
Comedians are the reason freedom of speech is often criticized against. I don't see any other profession abusing this right more.,neutral,1
Shame on this entire world.,negative,1
How come this video is not taken down yet!,negative,1
This is Indian Christianity... Their true face of hatred,negative,1
Do these kind of publicity stunts with other religions if you have guts! Or rather if you are a daughter of one father.,negative,1
"Is it a comedy....
Babhi jee be a Corona warrior 
Kachara saf karne wali ban jao
Definitely Aap pe  jachega 
Or pls ye kachra failana band karo 
Waise hi safai wale kam hai",negative,1
Stop this bullshit,negative,1
I think stand up comedian are suffering from mental illness ????????,negative,1
Guys u can all report it in YouTube .They will be forced to take the video down.Please report it.Such fake wannabes needs to be reported.,negative,1
"Illiterate Radhika do you know y women life span is longer because we do fasting. Fasting has health benefits on self not on husbands. Later of vedic age sages created this type of psychology to fast on certain days for utmost benefits to health if proper upwas food taken on fasting days.. and the logic behind giving husband's name for self benefits is  our gratitude our giving is more than self love... We are learned to give and not to take so in name of husband we are benefitting our health...
U r a perfect example to show how education and intelligence are different",negative,1
She is so un-funny I reckon only she gets her jokes,negative,1
seriously ?? this girl is so wrong.,negative,1
"This bitch be mad because she looks like a man.

Fake Maharanis?
Which Maharaja died and went to hell?",negative,1
She should be attested. She can do this to our women in the name of comedy. If I use the same words (which of course I can't do) for her and her mom (she must regretting her birth) what wud she say?,negative,1
Report this channel,negative,1
this type of people are manufactured by there parents in bad mood..She will never die in peace..let her be more negative..worst face and mind i  ever seen,negative,1
She is bhand ...she can do every thing ....everything ...only for few likes,negative,1
Have u capabilities to speak against islamic burkha~,negative,1
"But why you are afraid , you are not look like a woman.??",negative,1
It's abuse to Hinduism but more than that it's offensive for women,negative,1
"Omg , I want daughter in law like u for my sasuma , as she does not like me , u r the perfect one for their family ??????",negative,1
if ur ashamed of our religion then change ur religion change ur name change everything u have n fuck off from our India........u cant respect ur own religion how can u respect urself.....change ur name from radhika to Randi.....kindly fuckk offf.....lots of hate from Goa,negative,1
"I agree its karva chut 
Great comedy ????",positive,1
Aapko health threat Kyo Na Mile bataiye,negative,1
Use Hijab video targeting you only from Hindu y,negative,1
"Hahaha...........
You are very courageous...... I accept only if you make some these kinds of vedios over Islam and Christianity......
I know you will not even dare to dream about it because you know the consequences.
Fake person and fake ideology... So..... You must be ignored.",positive,1
"Women do fasting because they believe in something. No one cares if you don't believe. But abusing and calling women 'chu++' . All are mothers and sisters of Hindus . Totally disrespectful, shame on you. You don't deserve to be a comedian.",negative,1
U should feel ashamed,negative,1
Found another fuckin rice bag????,negative,1
She thinks she is funny. Thanks for wasting our time??????,negative,1
"You are lol.
Nothing comedy about it.",negative,1
No Words for this Radhika Vaz Shit Actually this she is a Bloody Shit.,negative,1
Who gives u right for mocking our culture and tradition and u sit in ndtv and say that we comedians don't do it . Shame on you and your upbringing,negative,1
Just see here like and dislike... Most of the people don't like your chutiye so called comedy ....it's not comedy..it's called chutiyapa...budhi dadi,negative,1
She has got more dislikes than likes,negative,1
Report her account as much as you can ... These librals are toxic ...,negative,1
It is reality that such a woman as you can't understand my Vedas purana and upnishads.,negative,1
"Remember always don't abuse or comment on my ""SANATAN SANSKRITI"" or hindu civilization.",negative,1
She is making fun of her mom & dad. For sure she don't belongs to a good family.,negative,1
Communist bitch who won't dare to mock Islam and Christianity,negative,1
This is her shity shit level of so called humor. These people are simply in deep shit of trying to look cool feminist yaaak kraaa thu thu,negative,1
Oh just shut ur mouth ...if u don't know the mean of karva chauth then u don't have right to say a fucking word for this ...this is our culture ...which is oldest and respectable in all over world bcz of some fucking feminist like u do these all shit to become famous and showing that I m very frank and educated....it is optional it is not compulsory if u have to do so do otherwise none is going to force u...????,negative,1
"U fucking rice bag, who change their religion because of rice bag,",negative,1
You call this comedy? This is what we call cringe! Y u keep spreading hatred? Be nice and respectful to other religions as well.,negative,1
"Wow so hideous ????

Performance 
Content 
Looks 
Dialogue delivery 

Everything sooooo ugly ????

Shame on you....????",negative,1
why the hell u r not  making fun of hijab or conversion ? why only hindus culture and tradition ? no  hindu women present on this planet earth ever thought so n yet you got only 11000 subscriber ghr kaise chala leti h tu,negative,1
"In 694 comments...
All have bullshitted u.. 

U r just an uneducated pseudo feminist asshole..

Thats make.. 695??",negative,1
Plz report this video,negative,1
even pornhub will reject you..You have nothing to show off.I have watched your nude  comedy (!) show  and i can say neither you have a good physic nor good sense of humour..,negative,1
publicity stunt.,negative,1
rice bag delivered at home successfully,neutral,1
Ye wo products h jinhe bnna tha kutiya or glti se bn gyi insan fitrt wahi h khin b koi b dal skta h inke andr inhe koi frk ni pdta,negative,1
2 min silence for his husband ......... Who like to call her asshole instead of her name.........,negative,1
This is the same lady who used to call his own father motherfucker...And she thinks she is intellect,negative,1
You are a big shitttt.......????,negative,1
Bitch,negative,1
Tujhe agar 10-12 thappad pare to wo vi kam hai.. tum jaisi log female victim card khelna chalu kar doge. Dogli hypocrite,negative,1
Who are you ??,negative,1
Report this video.,negative,1
Like marry sucked Jesus ??.,negative,1
Try this on islamic or sikhism religion. U will be shot dead same day.,negative,1
"Viewers please. Report. This type. Of. Content where ever. U see
Report done by me it's time for u",negative,1
Why this people have problem with festival if you didn't like don't celebrate but don't play with anyone emotions of festivals,negative,1
"U r really gone case ..U r doing this for publicity ...Remember one thing only hindu culture allow you to do such nonsense .. Because hindu culture give u freedom of expression ..
Otherwise in another religion ....U know very well ..",negative,1
Why did you get a male to do the acting?,negative,1
Where is comody in this,negative,1
Awesome video Radhika ! It's so much fun to see some chu burn.,positive,1
I never saw this much of shit in one time. Ugly,negative,1
I sincerely appeal everyone to report this video,negative,1
"Tu funny kab banega re?
Name one funny Indian women comedians",negative,1
"Meaning of feminism is to get equal opportunities and rights as men..not that females are superior than men!! 
When you abuse other women and men then its fine...but if they abuse you you think it is a threat!! Women like you think talking on this things make you cool?? No thats not true!
Why complaint is not filled against her?",negative,1
U use the word fake maharanis i said u history fact search on google rani laxmibhai  u will understand which kind of women are live in india,negative,1
"You only do joke about misconceptions but you know india is most oldest country economy principal is given by india 0 is given by india sewage system is given by india i feel you are gay of girls in ancient time Europe is busy in killing people india find medicine martial art ,economy , architect world oldest martial art is kalari payatu  which is older than kunfu karate.",negative,1
But about wearing a burqa: it's her choice :),neutral,1
Am I the only one who have disliked this video???,negative,1
Shame on your propoganda.. I will not abuse you.. because that's not my upbringing.. keep exposing your ill mentality,negative,1
Its a contempt of Hindu religion ...??????????????,negative,1
Why you all comment in comment section report this video take down this video report all her video report,negative,1
she lies naked with her father and brother,negative,1
"Her future husband to him ( agar koi chutiya huaa to) :- aur aap kay kay krti ho
She :- ji nange hoke stand up krti hu taki public aaye , kyu ki mere stand up comedy me comedy utni hi hote hai jitna mere pass dimag hai (i mean  null)",negative,1
Still didn't get enough views... what a shame????,negative,1
"Hinduism is a scientific culture , you dont know about anything in Hinduism",negative,1
"This is not freedom of speech. You have crossed your limits, this is freedom of exploitation. In good words and with all that I have been taught by my parents, I humbly ask you to enroll yourself in school again in case you have missed any moral classes.",negative,1
"Bure thoot ki ,, tere soch USSe bhe bure h bkld",negative,1
First..  change ur name......ur  we even cant abuse her... because her name is same name we Chant everyday ...........if u dont like our tradition.....please shut the fuck up........being modern doesn't meant being western.........u think praying a tree is superstitious and ..... Chopping the in Christmas is cool...........we r shamed of u calling u indian ..........the body part u r objectified in this video ......that is who u r............ur face look like a karwac@#?t.........,negative,1
Please respect Hindu religion how can we leave.,negative,1
Please do not tell about our  Hindu festival . I do not respect to Radhika but I respect your name. Radhika is also the name of an Hindu goddess.,negative,1
"This world stupid girl in the world.
Later some one use wrong word you start playing victim card.
You are just  2 rupees comedian",negative,1
"This shows you cheap & dirty family background  upbringing
Shame on you!!!!!!
We all hate you to the peak 
You definately won't be spared for this act
Just wait and watch you @&#$@$",negative,1
This is comedy matalb ki tujhe name se nahe agar Randi v bullau to v  chalega ...because mujhe Kuch aisa he laga ..,negative,1
Quiet of the looter like tatti.,negative,1
What is the creation of the harami?,negative,1
Progeny of lambs.,negative,1
Using abusive language for Hindus is now new trend ??,negative,1
There should be legal punishments for these feminazis,negative,1
What kind of sick woman you are...,negative,1
She really has no idea what she's talking about. Women like her are all pseudo feminists. Their freedom starts with abusing our culture and every ritual that are scientific. I'm sure she's a waste to her parents.,negative,1
It's for 100% sure that she grew up in a brothel a big disgrace on humanity and society,negative,1
"Your sense of humour is pathetic ,",negative,1
"Bitch u don't hv guts to joke on other religion,chuck it 
U r out of content so u r doing this",negative,1
You are looking a street bitch,negative,1
Reported as hateful speech,negative,1
She is a piece of shit,negative,1
Who is born you she was completly bitch shame on your parents who born protitute like you,negative,1
"I don't know what is happening here people get there videos removed immediately for abusing somebody or even get their channels deleted 
But this video and channel is here for years and it has not been removed for showing content which hurts other sentiments",negative,1
Very crass act. Disgusting.,negative,1
"Bkl ,what about Eid, ramzan ,according to you?",negative,1
"Twisting and manipulating the core essence of feminism and under that veil, making cheap jokes about a custom, is not just unacceptable, it's rather regressive. Not cool at all, you just went way too low to gather some views and likes.",negative,1
Feel ashamed.,negative,1
I challenge u to make jokes on Christian and Muslims customs..Show some guts,negative,1
Please everyone report this video... Never have been apalled to such an extent..i dont even feel angry now.. Just hurt and sad beyond words,negative,1
Ladies and gentlemen this is what a incest baby grows up to become.,negative,1
"Okayy, you don't like hindu religion then don't spread hate about it",negative,1
I was going to report this video but then i felt that this video should be remained.,negative,1
Why this video still on YouTube....for this kind videos they dont have any restrictions.....,negative,1
we as hindus should punish her,negative,1
"Agar galia denge to complaint kregi ye ,sach me hi nafrat hai aise logo se",negative,1
Well only few northern states do that and it is not forced. So chill lady.,neutral,1
*One slap for her father to not to use condom...*,negative,1
It's very cheap,negative,1
Cant we report this on YouTube like we get an option on FB?,negative,1
Reported under hateful and abusive content. This lady should be behind bars,negative,1
Who is she do anyone know ? I never heard bout her ??,negative,1
"We'll celebrate chutmas, gaand friday and neechster with u sis. 
The power of chut compels you",negative,1
Such a Hypocrite you are.  shame on you.  Respect every religion. That's what we learn.but you ohh you are shame less person .,negative,1
Report this lady,negative,1
"Who give u right to defame rituals any women come to complaint about karwa chauth freedom of speech ke nam kuch bhi.
Yadi ham tumere bare me bole to intolerance and disobey a women
Sudhar jaa",negative,1
She is disgusting lady????????????????????,negative,1
"Wtf. What would you say about the 30 days of roza where no saliva is swallowed. You can mock only one religion , I dare you to mock the others as well. You won't be able to.",negative,1
"What a disgusting human being she is, why don't you comment on canonization and baptism. Our religion is way modern than yours asshole",negative,1
Ur my favorite comedian    ps: I'm deaf,negative,1
Shame on You...,negative,1
U r a true example of worst human... Having Hindu godess name but m sure u don't know the meaning of ur name... Making ur own religion fun... Agr guts h to peacefull community k upar bna k bta...  Bakre kat te hue dikhayi ni dete... Bloody hypocrite... Thoooooooo.... Report dis video.... Shame on u,negative,1
"Dont just comment everyone, leave a dislike and REPORT the vedio. Dont let them do it anymore..




They earn money doing this act, report the vedio, if vedio os removed from youtube, so will her earning .",negative,1
A complaint has been filed against you in Chandigarh High Court. Congratulations to the woke advocates Gaurav Goel and Sameer Chaku.,negative,1
Report this video.,negative,1
Report this video as much as u can ...... ladies ki respect krni chaiye lekin rakshashi uske layak nai,negative,1
You are a bith not other girls.,negative,1
In few years ppl like this will bring a fashion of wearing undergarments on their head rather than wearing on the right part's to look cool ...,negative,1
FIR on the way,negative,1
Which breed is this bitch?,negative,1
She is the most disgusted and toxic person I have come across on social media. Nobody forces you to follow Hinduism rituals. Atleast keep your fucking mouth shut if you don't have some positive talent to show,negative,1
This is stupidity at its peak ....,negative,1
Just dare to make vedio on roz with abuse of this kind of u really have guts ...then u will see the real meaning of abuse,negative,1
Just paint ur face black after  this vedio,negative,1
"If she has guts, let her say something on other religions. Be cool but not at the expense on a religious belief. Bhagwan iski aatma ko Shanti pradan kare",negative,1
Your face also like krwa......,negative,1
Asshole,negative,1
"Who is this creature? This creature should not roam freely in public, its harmful for human kind.",negative,1
This is not funny at all nd u need see a psychiatric,negative,1
"Stupid lady... no one is forcing u to celebrate Karwa chowth  nd u hv chose very cheap nd disgusting way to become famous. Meaningless, useless, worthless video. Nd mind ur language.",negative,1
Wait for some time many FIRs have been lodged against you you deserve to be under bars,negative,1
We should report her account in bulk..,negative,1
She is one of those lannister girls!!,negative,1
"Demonstrate your secularism, make a video on Roza too.",negative,1
You just better take the video or legal actions will taken against you,negative,1
Who is this idiot... Plzzz dnt say we ladies..... Dnt categorise urself in the group of respected women of india... Its abuse to us.,negative,1
"I just wish you will get punishment of this. Actually women like you don't Deserve to call women.
Fakefeminist...Karva Chauth is feeling and emotion for Indian wives and our mother...And you will never understand this shamelesswomen.",negative,1
"Karwachauth is a festival for faithful and devoted women, not for sluts...",negative,1
Report this video this shows her thinking,negative,1
Your content is as shitty as ur face. Why don't u go ask ur mom and dad? Did ur mom go and celebrated it with ur dad or whole locality?,negative,1
"you have a phobia that's called hindu ,if u have guts than make joke on islam. than see how they will make u a joke. ( get well soon)",negative,1
Report this Video - Hateful Content!,negative,1
Simply report this shit  ??,negative,1
Report this channel ??????????,negative,1
i pity on her audience for such bad taste,negative,1
"U r such a looser. U r. Cursed to ur parents. U even don't know the hindu dharma. 
U r accidentally born in the world.",negative,1
This bitch doesn't have no idea on hindu culture...... Road side bitch...,negative,1
Wtf is wrong with this lady??,negative,1
"If you want to fight against these kind of people then educate yourself and your kids about hindism by given them valid scientific reasons so that they proud of it ...... because if your faith is strong, no one can shake it....",neutral,1
"I want to ask one question to all of you who are arguing here.....how many of you are telling or teaching your kids about hindism, our god's, our rituals our cultures with all the reasons  behind it.......80% of Hindus don't know about their roots, their gods, and scientific reasons behind their rituals........",neutral,1
what was she saying ......i really cant understand ???.............,neutral,1
If don't like India then leave it on our won hand we are here to solve our issue .no  education can solve your foolishness . please leave our country you are nothing to our country.,negative,1
"Worst  version of a women,who the hell  gave the right to say anything about our religion and our traditions..this shows the worst upbringing what you have got... no body force women's to follow this rituals this  our wish to follow them or not..
You should change your name u don't worth it don't  spoil the beautiful meaning of your name just leave your name and this country too coz I don't think you  have anything learned from here expect that Single hindi word  which you used to hurt Hindus..... chut yes that's the only  word you learned from your parents they should be ashamed of you.",negative,1
Asshole youtube haven't banned this video yet it meets thier guidelines to insult hinduism she is just a trash a garbage,negative,1
You will have to learn to respect religion.,negative,1
This is not comedy for sure .,negative,1
I come from a lawyer family and I can assure Everyone that this woman is going to Prison.,negative,1
"She should be in bar.
You feminazi",negative,1
Bitch barking.....go to hall,negative,1
What the hell is her language?,negative,1
"Why the fuck she is talking like that. She must be thinking she is looking uber cool but she is talking shit. Hw even this video is on YouTube.  
If u don't want to celebrate don't but don't speak nuance .",negative,1
"Only hypocrites will talk shit about this video, though abusive but what she sd is true, nothing can keep a man healthy exept his own foods habbits and workouts.",positive,1
I'm muslim and I'm apalled by her choice of words. Disgusting,negative,1
who the hell you are  shit,negative,1
Who has given you right to abuse about any religion or culture. Seriously you are a lady and a you are making fun on other ladies faithful festival. Shame on you. See your face in mirror first.,negative,1
MC %100,negative,1
Im not even a hindu and even Im disgusted by this.....,negative,1
Ugly bitch,negative,1
Shut your bloody mouth badtmiz.,negative,1
Who is here after payal rohatgi's video?,negative,1
I came here from payal's rohatgi videos about this shameless fellow about karva chauth.#payalrohatgi,negative,1
wtf is this,negative,1
Just report it guys rather than sharing this and gaining views for this piece of bullshit that these unfunny comics cover up as comedy and freedom of speech.,negative,1
Bitch,negative,1
Shameless creature u r.....,negative,1
"First of all. Go and watch the movie pearl Harbor you imbecile, Danny is not his brother, they're just best friends ??. And secondly this isn't funny. You should watch some don rickles, Craig Ferguson, Eddie murphy,  Joan rivers and Lucille Ball for some actually comedy. This is just horrendous boring shit with nothing but trying to be funny using insults as humor. Go and watch some Don Rickles and learn the art of passive comedic abuse.",negative,1
"How insensitive a women could be agar tu kisi gulf country may unke religion ka mazak bana ri hoti unki SENTIMENTS hurt ki hoti toh agle din kahin marri padhi dikhti aur kisiko ghanta pharak padhta India may ladhkiya dusron ko public ko religion pe unfunny puns bolke pehle durson ko provoke karti kuch bolne ke liye phir ""APNE RIGHTS"" ke liye chillati roads pe ayesa kaam hi kyun karo ki dusre aake gaali de threats de aren't you sensible enough?  You don't know what to speak publicly and what not to speak ? HAMARE CONSTITUTION NE RIGHTS DIYE HAI PLUS HAMARI DUTIES BHI HAI TUM EK SECULAR COUNTRY MAY REHTI HO YAHAN HAR RELIGION CASTE CREED KE LOG HAI  AUR YEH HAMARI DUTY HAI TO RESPECT THEM AUR TUM HOTI KON HO KISIKI BELIEVES YA USKE RELIGION KE PRACTICES KO GAALI DENE WAALI WHO THE FUCK ARE YOU? AGAR TUMKO PROBLEM HAI HINDUISM SE HINDUS SE CHANGE YOUR NAME, GO AWAY THIS COUNTRY DON'T NEED PEOPLE LIKE YOU  AND CONVERT!!PERIOD",negative,1
Report It Guys. What Are U Waiting For..,negative,1
Complaint has been raised... Dont worry,negative,1
That dumb bitch just said 1842,negative,1
Dislike this shit as much as u can!!,negative,1
How low can u stoop.....cheap and disgusting........,negative,1
"There is a person named Khargosh spamming the comment section who is a complete idiot and know nothing of our culture.Dont reply to him but report him
Jai hind jai shree ram",negative,1
"I really used to like your columns in TOI. 
I'm thoroughly thoroughly disappointed and ashamed at now seeing what people are circulating about you. Nonetheless the worst part is all of it is true, you have actually made those comments and made those offensive videos because you are the one who's intolerant to the practices in our country. Did they ask you not to eat? Did they ask you to forcefully follow the customs? 
I'm so disappointed and sad that your talent had to resort to this cheapstake comedy. I used to hold you in regard like chalo, some woman calls spade a spade. She's got a sense of good humor. I wonder why I didn't check out your YouTube. This is the first and last one I'm seeing. And I'm really sorry I increased a view on this muck, but I will leave a dislike as well. 

Glad you do not live here in Bharat any more. Can't handle this negativity.",neutral,1
"Radhika Vaz, Shame on you. How can you insult our religion?? Have you gone mad? You have no right to insult any religion, you stupid fellow. You should feel ashame while shooting this video. If you want to do comedy do but your work should not hurt others. I don't want to say anything. Legal actions should be taken against her. You should apologise all the people for your shameful and unforgivable deed and should delete this video. And all should report her video.",negative,1
How bad you still don't realize .. kachra kyu kr rhe ho yr desh mai,negative,1
Bad really bad ... you don't have right to make all this nonsense on our Hindu culture ... yakk,negative,1
Click three dots on the video.. and report abusive. Video will be deleted,negative,1
Wow funny video . Nice,neutral,1
"Who like this?
Definitely they are Abdul",neutral,1
You are a chutiy,negative,1
Wtf did she just say!!? Shame on you. THIS WASN'T FUNNY AT ALL,negative,1
people who can't understand jokes are so triggered in the comments,positive,1
Report this... evryone,negative,1
"Fucking converted moron.. 
Dont know how to respect others beliefs..",negative,1
In an interview you said you so called comedian don't comment on any community...bloody psuedo feminist you rice bag convert would not understand our culture so stay away from it....you think by mocking it you would look cool...hell no you are a joker and one with no standards... stupid shitty content,negative,1
"Utter filth!
But...!
Your soul needs lot of compassion! 
The hatred in you needs, a lot of sympathies! 
As a Sanatani and a fellow Indian,  I will pray for your fast mental healing and recovery! 
May the Ultimate Power bless you! 
Get Well Soon! 
Om Shanti!!!",negative,1
"Your career is over now. Now start practicing ""Jhaadu/paucha"" , it will be helpful for you in your prison cell beeotch.",negative,1
SHIV SENA and MNS are on the way to meet u,negative,1
honestly u will be thought lesson soon...tum jaisi sasti auraton ko aukaat yaad dilaayenge ...SOONER U WILL BE PAYING FOR THIS.....EACH DAY OF YOURS IS GOING TO BECOME HELL....!!,negative,1
Am I the only one who believe her face is actually looks like the word she is uttering again and again??Ohh what can a *St* think except this shit? Hate??,negative,1
"I am a Muslim and im offended on this. You don't have any rights to hurt anyone's sentiments
I can see some Hindus are hating our support, they have to know we have a freedom of speech, we don't fear of anyone.",negative,1
"And you are no more comedian , you dont even know how to respect the religions. #getlost",negative,1
Can some advocate pls lodge FIR against this Tatti looking gutter level comedian for abusing Hindu traditions......,negative,1
no one wants you to observe karva chauth vrat for him..believe me????,neutral,1
"This isn't even funny, now if i were to say any chut related gaali to her she will use her victim card.",negative,1
Bring this women to india,negative,1
"You really don't know the difference between comedy and abusing....and you are shameless(just like your profile)
People like you even sell your parents for some views and popularity among shiity people like you.
Your DIGNITY  is less than the CLOTHES that you put on in your channel info.",negative,1
#RadVaz #CommunistSwine One day you will pay for what you have said in this video.,negative,1
Indeed our india is great...u can mock only one religion then if outrage occur u gonna play victim card...wow....indeed india is great,neutral,1
Pls file a legal case on this comedian..,neutral,1
I hope if someone can file legal cases on these comedians pls.... it's high time Everyone shld stand up for all these....if not now then never,negative,1
Seriously...is saying such ruthless things have become a fashion seriously....and that too for a particular community...why...and if there is any outrage then victim card of free speech....great... really,negative,1
U asshole lady...did u know what u r saying not even our muslims brothers won't say anything like this on our community,negative,1
Stop this stupid activity,negative,1
I have reported this vedio...,negative,1
"I'm muslim & i'm also offended 

We can't hurt anybody's sentiments on the name of freedom of speech. It's totally unacceptable.",negative,1
"This is ridiculous and an act of blasphemy. She is calling Hindu festival  karva chauth as karva chut (vagina) . It is very offensive for the whole hindu community. #hinduphobiccomedy , I request youtube to take down this video.",negative,1
I request all to plz unfollow her. So we can keep this shit away for everyone.,negative,1
"This kind of shit you are, just for fucking followers. Never disrespect anyone's sentiments and their religious beliefs. I wish you pay for this.",negative,1
Rice bag converted showing others what to do,negative,1
Yeah and virgin marry had a baby via power point presentation.......and santa is sooooo real that i keep socks beside my pillow in hope of a gift .........and dont forget thanks giving when i eat carcass of turkey and thank nobody .......well done,negative,1
You converted shithead... Dare you talk about marry in same way you are shitting from your mouth here,negative,1
You have no fucking idea what comedy is.. just fake mocking of Hinduism is new trend in this comedy industry.. these assholes thik that they are doing a tremendous job of being funny here.. but in reality these shitheads are alone and sad in life.. sadist shit.,negative,1
Fucking hypocrite... Can you make same fun of any other religions? Asshole,negative,1
Dislike and report this for hateful and abusive content,negative,1
